ID_NUMBER,ACTIVITY_LOCATION,YRMONTH,VIO_FLAG,SNC_FLAG
ALD057213811,AL,200108,Y,Y
ALD057213811,AL,200109,Y,Y
ALD057213811,AL,200110,Y,Y
ALD057213811,AL,200111,Y,Y
ALD057213811,AL,200112,Y,Y
ALD057213811,AL,200201,Y,Y
ALD057213811,AL,200202,Y,Y
ALD057213811,AL,200203,Y,Y
ALD057213811,AL,200204,Y,Y
ALD057213811,AL,200206,Y,N
ALD057213811,AL,200207,Y,N
ALD057213811,AL,200402,Y,N
ALD057213811,AL,200403,Y,N
ALD057213811,AL,200601,Y,N
ALD057213811,AL,200602,Y,N
ALD057213811,AL,200603,Y,N
ALD057213811,AL,200911,Y,N
ALD057213811,AL,200912,Y,N
ALD057213811,AL,201001,Y,N
ALD057213811,AL,201002,Y,N
ALD057213811,AL,201003,Y,N
ALD057213811,AL,201004,Y,Y
ALD057213811,AL,201005,Y,Y
ALD057213811,AL,201006,Y,Y
ALD057213811,AL,201007,Y,Y
ALD057213811,AL,201209,Y,N
ALD047154182,AL,200710,Y,N
ALD047154182,AL,200711,Y,N
ALD047154182,AL,200712,Y,N
ALD047154182,AL,200801,Y,N
ALD047154182,AL,201302,Y,N
ALD047154182,AL,201303,Y,N
ALD047154182,AL,201304,Y,N
ALD047154182,AL,201305,Y,N
ALD047154182,AL,201306,Y,N
ALD047154182,AL,201307,Y,N
ALD047154182,AL,201308,Y,N
ALD047154182,AL,201309,Y,N
ALD047154182,AL,201310,Y,N
ALD047154182,AL,201312,N,Y
ALD047154182,AL,201401,N,Y
ALD047154182,AL,201402,N,Y
ALD047154182,AL,201403,N,Y
ALD047154620,AL,198403,Y,N
ALD047154620,AL,198404,Y,N
ALD047154620,AL,198405,Y,N
ALD047154620,AL,198406,Y,N
ALD047154620,AL,198407,Y,N
ALD047154620,AL,198408,Y,N
ALD047154620,AL,198409,Y,N
ALD047154620,AL,198410,Y,N
ALD047154620,AL,198411,Y,N
ALD047154620,AL,198412,Y,N
ALD047154620,AL,198501,Y,N
ALD047154620,AL,198502,Y,N
ALD047154620,AL,198503,Y,N
ALD047154620,AL,198504,Y,N
ALD047154620,AL,198505,Y,N
ALD047154620,AL,198506,Y,N
ALD047158266,AL,198509,Y,N
ALD047158266,AL,198510,Y,N
ALD047158266,AL,198511,Y,N
ALD047158266,AL,198512,Y,N
ALD047158266,AL,198601,Y,N
ALD047158266,AL,198602,Y,N
ALD047158266,AL,198603,Y,N
ALD047158266,AL,198604,Y,N
ALD047158266,AL,198605,Y,N
ALD047158266,AL,198606,Y,N
ALD047158266,AL,198607,Y,N
ALD047158266,AL,198608,Y,N
ALD047158266,AL,198609,Y,N
ALD047158266,AL,198610,Y,N
ALD047158266,AL,198611,Y,N
ALD047158266,AL,198612,Y,N
ALD047158266,AL,198701,Y,N
ALD047158266,AL,198702,Y,N
ALD047158266,AL,198703,Y,N
ALD047158266,AL,198704,Y,N
ALD047158266,AL,198705,Y,N
ALD047158266,AL,198706,Y,N
ALD047158266,AL,198707,Y,N
ALD047158266,AL,198708,Y,N
ALD047158266,AL,198709,Y,N
ALD047158266,AL,198710,Y,N
ALD047158266,AL,198711,Y,N
ALD047158266,AL,198712,Y,N
ALD047158266,AL,198801,Y,N
ALD047158266,AL,198802,Y,N
ALD047158266,AL,198803,Y,N
ALD047158266,AL,198804,Y,N
ALD047158266,AL,198805,Y,N
ALD047158266,AL,198806,Y,N
ALD047158266,AL,198807,Y,N
ALD047158266,AL,198808,Y,N
ALD047158266,AL,198809,Y,N
ALD047158266,AL,198810,Y,N
ALD047158266,AL,198811,Y,N
ALD047158266,AL,198812,Y,N
ALD047158266,AL,198901,Y,N
ALD047158266,AL,199001,Y,N
ALD047158266,AL,199002,Y,N
ALD047158266,AL,199003,Y,N
ALD047158266,AL,199004,Y,N
ALD047158266,AL,199005,Y,N
ALD047158266,AL,199006,Y,N
ALD047158266,AL,199007,Y,N
ALD047158266,AL,199008,Y,N
ALD047158266,AL,199009,Y,N
ALD047158266,AL,199012,Y,N
ALD047158266,AL,199101,Y,N
ALD047158266,AL,199102,Y,N
ALD047158266,AL,199103,Y,N
ALD047158266,AL,199104,Y,N
ALD047158266,AL,199105,Y,N
ALD047158266,AL,199106,Y,N
ALD047158266,AL,199107,Y,N
ALD047158266,AL,199108,Y,N
ALD047158266,AL,199109,Y,N
ALD047158266,AL,199110,Y,N
ALD047158266,AL,199111,Y,N
ALD047158266,AL,199203,Y,N
ALD047158266,AL,199204,Y,N
ALD047158266,AL,199205,Y,N
ALD047158266,AL,199206,Y,N
ALD047158266,AL,199207,Y,N
ALD047158266,AL,199210,Y,N
ALD047158266,AL,199302,Y,N
ALD047158266,AL,199303,Y,N
ALD047158266,AL,199506,Y,N
ALD047158266,AL,199507,Y,N
ALD047158266,AL,199508,Y,N
ALD047158266,AL,199805,Y,N
ALD047158266,AL,199806,Y,N
ALD047158266,AL,199807,Y,N
ALD047158266,AL,199808,Y,N
ALD047158266,AL,200005,Y,Y
ALD047158266,AL,200006,Y,Y
ALD047158266,AL,200007,Y,Y
ALD047158266,AL,200008,Y,Y
ALD047158266,AL,200009,Y,Y
ALD047158266,AL,200010,Y,Y
ALD047158266,AL,200011,Y,Y
ALD047158266,AL,200012,Y,Y
ALD047158266,AL,200101,Y,Y
ALD047158266,AL,200102,Y,Y
ALD047158266,AL,200103,Y,Y
ALD047158266,AL,200305,Y,N
ALD047158266,AL,200306,Y,N
ALD047158266,AL,200307,Y,N
ALD047158266,AL,200605,Y,Y
ALD047158266,AL,200606,Y,Y
ALD047158266,AL,200607,Y,Y
ALD047158266,AL,200608,Y,Y
ALD047158266,AL,200609,Y,Y
ALD047158266,AL,200610,Y,Y
ALD047158266,AL,200611,Y,Y
ALD047158266,AL,200612,Y,Y
ALD047158266,AL,200701,Y,Y
ALD047158266,AL,200702,Y,Y
ALD047158266,AL,200703,Y,Y
ALD047158266,AL,200704,Y,Y
ALD047158266,AL,200705,Y,Y
ALD047158266,AL,200706,Y,Y
ALD047158266,AL,200707,Y,Y
ALD047158266,AL,200708,Y,Y
ALD047158266,AL,200709,Y,Y
ALD047158266,AL,200710,Y,Y
ALD047158266,AL,200711,Y,Y
ALD047158266,AL,200712,Y,Y
ALD047158266,AL,200801,Y,Y
ALD047158266,AL,200802,Y,Y
ALD047158266,AL,200803,Y,Y
ALD047158266,AL,201708,Y,N
ALD047158266,AL,201709,Y,Y
ALD047158266,AL,201710,Y,Y
ALD047158266,AL,201711,Y,Y
ALD047158266,AL,201712,Y,Y
ALD047160072,AL,199607,Y,N
ALD047161310,AL,198208,Y,N
ALD047161310,AL,198209,Y,N
ALD047161310,AL,198210,Y,N
ALD047161310,AL,198211,Y,N
ALD047161310,AL,198212,Y,N
ALD047161310,AL,198301,Y,N
ALD047161310,AL,198302,Y,N
ALD047161310,AL,198303,Y,N
ALD047161310,AL,198304,Y,N
ALD047161310,AL,198412,Y,N
ALD047161310,AL,198501,Y,N
ALD047161310,AL,198502,Y,N
ALD047161310,AL,198503,Y,N
ALD047163233,AL,199305,Y,N
ALD047163233,AL,199306,Y,N
ALD047163233,AL,199307,Y,N
ALD047163233,AL,199308,Y,N
ALD047163233,AL,199309,Y,N
ALD047584917,AL,198812,Y,N
ALD047584917,AL,198901,Y,N
ALD047584917,AL,198902,Y,N
ALD047584917,AL,198903,Y,N
ALD047584917,AL,198904,Y,N
ALD047749247,AL,199209,Y,N
ALD047749247,AL,199210,Y,N
ALD047749247,AL,199211,Y,N
ALD047749247,AL,200107,Y,N
ALD047749247,AL,200108,Y,N
ALD047862982,AL,199109,Y,N
ALD047862982,AL,199110,Y,N
ALD047862982,AL,199111,Y,N
ALD047864657,AL,200304,Y,N
ALD047864657,AL,200305,Y,N
ALD047864657,AL,200306,Y,N
ALD047865456,AL,199612,Y,N
ALD047865456,AL,199701,Y,N
ALD047865456,AL,199702,Y,N
ALD047865456,AL,200403,Y,N
ALD047865456,AL,200404,Y,N
ALD047869227,AL,199806,Y,N
ALD048888721,AL,199610,Y,N
ALD048888721,AL,199611,Y,N
ALD048893671,AL,200501,Y,N
ALD048893671,AL,200502,Y,N
ALD048896948,AL,198909,Y,N
ALD048896948,AL,198910,Y,N
ALD048896948,AL,198911,Y,N
ALD048896948,AL,198912,Y,N
ALD048896948,AL,199001,Y,N
ALD048896948,AL,199002,Y,N
ALD048896948,AL,199003,Y,N
ALD048896948,AL,199004,Y,N
ALD048896948,AL,199005,Y,N
ALD048896948,AL,199006,Y,N
ALD048896948,AL,199007,Y,N
ALD048896948,AL,199008,Y,N
ALD048896948,AL,199503,Y,N
ALD048896948,AL,199504,Y,N
ALD048896948,AL,199505,Y,N
ALD048896948,AL,199506,Y,N
ALD048896948,AL,200211,Y,N
ALD048896948,AL,200212,Y,N
ALD049150030,AL,199506,Y,N
ALD049150030,AL,199507,Y,N
ALD049150030,AL,199508,Y,N
ALD049150030,AL,199509,Y,N
ALD049150030,AL,199812,Y,N
ALD049150030,AL,200508,Y,N
ALD049150030,AL,200509,Y,N
ALD049150030,AL,200510,Y,N
ALD049150030,AL,200511,Y,N
ALD049150030,AL,200512,Y,N
ALD049150030,AL,200601,Y,N
ALD049150030,AL,200602,Y,N
ALD049150030,AL,201105,Y,N
ALD049150030,AL,201106,Y,N
ALD049150030,AL,201107,Y,N
ALD049150030,AL,201507,Y,N
ALD049699366,AL,198706,Y,N
ALD049699366,AL,198707,Y,N
ALD049699366,AL,198708,Y,N
ALD049699366,AL,198710,Y,N
ALD049699366,AL,198711,Y,N
ALD049699366,AL,198712,Y,N
ALD049699366,AL,198901,Y,N
ALD049699366,AL,198902,Y,N
ALD049699366,AL,198903,Y,N
ALD049699366,AL,199403,Y,N
ALD049699366,AL,199404,Y,N
ALD049699366,AL,199405,Y,N
ALD049699366,AL,199406,Y,N
ALD049699366,AL,199407,Y,N
ALD049699366,AL,199408,Y,N
ALD049699366,AL,199409,Y,N
ALD049699366,AL,199410,Y,N
ALD049699366,AL,199411,Y,N
ALD049699366,AL,199412,Y,N
ALD049699366,AL,199501,Y,N
ALD049699366,AL,199502,Y,N
ALD049699366,AL,199503,Y,N
ALD049699366,AL,199504,Y,N
ALD049699366,AL,199505,Y,N
ALD049699366,AL,199506,Y,N
ALD049699366,AL,199507,Y,N
ALD049699366,AL,199508,Y,N
ALD049699366,AL,199509,Y,N
ALD049699366,AL,199609,Y,N
ALD049699366,AL,199704,Y,N
ALD049699366,AL,199705,Y,N
ALD049699366,AL,199807,Y,N
ALD049699366,AL,199808,Y,N
ALD049699366,AL,199911,Y,Y
ALD049699366,AL,199912,Y,Y
ALD049699366,AL,200001,Y,Y
ALD049699366,AL,200002,Y,Y
ALD049699366,AL,200003,Y,Y
ALD049699366,AL,200004,Y,Y
ALD049699366,AL,200005,Y,Y
ALD049699366,AL,200006,Y,Y
ALD049699366,AL,200007,Y,Y
ALD049699366,AL,200008,Y,Y
ALD049699366,AL,200009,Y,Y
ALD049699366,AL,200010,Y,Y
ALD049699366,AL,200011,Y,Y
ALD049699366,AL,200012,Y,Y
ALD049699366,AL,200101,Y,Y
ALD049699366,AL,200102,Y,Y
ALD049699366,AL,200103,Y,Y
ALD049699366,AL,200104,Y,Y
ALD049699366,AL,200105,Y,Y
ALD049699366,AL,200401,Y,N
ALD049699366,AL,200402,Y,N
ALD049699366,AL,200403,Y,N
ALD049699366,AL,200608,Y,N
ALD049699366,AL,200609,Y,N
ALD049699366,AL,200610,Y,N
ALD049699366,AL,200611,Y,N
ALD049699366,AL,200703,Y,N
ALD049699366,AL,200704,Y,N
ALD049699366,AL,200903,Y,N
ALD049699366,AL,200904,Y,N
ALD049699366,AL,200905,Y,N
ALD049699366,AL,200906,Y,N
ALD049699366,AL,201207,Y,N
ALD049699366,AL,201208,Y,N
ALD049699366,AL,201209,Y,N
ALD049699366,AL,201310,Y,N
ALD049699366,AL,201609,Y,N
ALD049699366,AL,201610,Y,N
ALD049699366,AL,201611,Y,N
ALD049984842,AL,199402,Y,N
ALD049984842,AL,199403,Y,N
ALD049984842,AL,199404,Y,N
ALD049984842,AL,199405,Y,N
ALD049984842,AL,199406,Y,N
ALD049984842,AL,199407,Y,N
ALD049984842,AL,199906,Y,Y
ALD049984842,AL,199907,Y,Y
ALD049984842,AL,199908,Y,Y
ALD049984842,AL,199909,Y,Y
ALD049984842,AL,199910,N,Y
ALD049984842,AL,199911,N,Y
ALD049984842,AL,199912,N,Y
ALD049984842,AL,200001,N,Y
ALD049984842,AL,200002,N,Y
ALD049984842,AL,200003,N,Y
ALD049984842,AL,200004,N,Y
ALD049984842,AL,200005,N,Y
ALD049984842,AL,200006,N,Y
ALD049984842,AL,200007,N,Y
ALD049984842,AL,200008,N,Y
ALD049984842,AL,200403,Y,N
ALD049984842,AL,200404,Y,N
ALD049984842,AL,200406,Y,N
ALD049984842,AL,200407,Y,N
ALD049984842,AL,200408,Y,N
ALD049984842,AL,200409,Y,N
ALD049984842,AL,200410,Y,N
ALD049984842,AL,200411,Y,N
ALD049984842,AL,200412,Y,N
ALD049984842,AL,200501,Y,N
ALD049984842,AL,200502,Y,N
ALD049984842,AL,200503,Y,N
ALD049984842,AL,200504,Y,N
ALD049984842,AL,200505,Y,N
ALD049984842,AL,200506,Y,N
ALD049984842,AL,200507,Y,N
ALD049984842,AL,200508,Y,N
ALD049984842,AL,200509,Y,N
ALD049984842,AL,200510,Y,N
ALD049984842,AL,200511,Y,N
ALD049984842,AL,200512,Y,N
ALD049984842,AL,200601,Y,N
ALD049984842,AL,200602,Y,N
ALD049984842,AL,200603,Y,N
ALD049984842,AL,200604,Y,N
ALD049984842,AL,200605,Y,N
ALD049984842,AL,200606,Y,N
ALD049984842,AL,200607,Y,N
ALD049984842,AL,200608,Y,N
ALD049984842,AL,200609,Y,N
ALD049984842,AL,200610,Y,N
ALD049984842,AL,200611,Y,N
ALD049984842,AL,200612,Y,N
ALD049984842,AL,200701,Y,N
ALD049984842,AL,200702,Y,N
ALD049984842,AL,200703,Y,N
ALD049984842,AL,200704,Y,N
ALD049984842,AL,200705,Y,N
ALD049984842,AL,200706,Y,N
ALD049984842,AL,200707,Y,N
ALD049984842,AL,200708,Y,N
ALD049984842,AL,200709,Y,N
ALD049984842,AL,200710,Y,N
ALD049984842,AL,200711,Y,N
ALD049984842,AL,200712,Y,N
ALD049984842,AL,200801,Y,N
ALD049984842,AL,200802,Y,N
ALD049984842,AL,200803,Y,N
ALD049984842,AL,200804,Y,N
ALD049984842,AL,200805,Y,N
ALD049984842,AL,200806,Y,N
ALD049984842,AL,200807,Y,N
ALD049984842,AL,200808,Y,N
ALD049984842,AL,200809,Y,N
ALD049984842,AL,200810,Y,N
ALD049984842,AL,200811,Y,N
ALD049984842,AL,200812,Y,N
ALD049984842,AL,200901,Y,N
ALD049984842,AL,200902,Y,N
ALD049984842,AL,200903,Y,N
ALD050157346,AL,200804,Y,N
ALD050157346,AL,200805,Y,N
ALD050157346,AL,200806,Y,N
ALD050158971,AL,198812,Y,N
ALD050158971,AL,198901,Y,N
ALD050158971,AL,198902,Y,N
ALD050158971,AL,198903,Y,N
ALD050158971,AL,198904,Y,N
ALD050158971,AL,198905,Y,N
ALD050158971,AL,198906,Y,N
ALD050158971,AL,198907,Y,N
ALD050158971,AL,199203,Y,N
ALD050158971,AL,199204,Y,N
ALD050158971,AL,199205,Y,N
ALD050158971,AL,199709,Y,N
ALD050158971,AL,199710,Y,N
ALD050158971,AL,200210,Y,N
ALD050158971,AL,200211,Y,N
ALD050158971,AL,200212,Y,N
ALD050158971,AL,200301,Y,N
ALD050161066,AL,199311,Y,N
ALD050161066,AL,199312,Y,N
ALD050161066,AL,199401,Y,N
ALD050162056,AL,198702,Y,N
ALD050162056,AL,198703,Y,N
ALD050162056,AL,198704,Y,N
ALD050162056,AL,198705,Y,N
ALD050162056,AL,198911,Y,N
ALD050162056,AL,198912,Y,N
ALD050162056,AL,199001,Y,N
ALD050162056,AL,199002,Y,N
ALD050162056,AL,199003,Y,N
ALD050162056,AL,199004,Y,N
ALD050162056,AL,199005,Y,N
ALD050162056,AL,199006,Y,N
ALD050162056,AL,199007,Y,N
ALD050162056,AL,199008,Y,N
ALD050162056,AL,199009,Y,N
ALD050162056,AL,199010,Y,N
ALD050162056,AL,199011,Y,N
ALD050162056,AL,199012,Y,N
ALD050162056,AL,199101,Y,N
ALD050162056,AL,199102,Y,N
ALD050162056,AL,199202,Y,N
ALD050162056,AL,199203,Y,N
ALD050162056,AL,199204,Y,N
ALD050162056,AL,199603,Y,N
ALD050162056,AL,199604,Y,N
ALD050164565,AL,198605,Y,N
ALD050164565,AL,198606,Y,N
ALD050164565,AL,198607,Y,N
ALD050164565,AL,198608,Y,N
ALD050166750,AL,198402,Y,N
ALD050166750,AL,198403,Y,N
ALD050166750,AL,198404,Y,N
ALD050166750,AL,198405,Y,N
ALD050166750,AL,198406,Y,N
ALD050166750,AL,198408,Y,N
ALD050166750,AL,198409,Y,N
ALD050166750,AL,198410,Y,N
ALD050166750,AL,198411,Y,N
ALD050166750,AL,198504,Y,N
ALD050166750,AL,198505,Y,N
ALD050166750,AL,198506,Y,N
ALD050166750,AL,198507,Y,N
ALD050166750,AL,198508,Y,N
ALD050166750,AL,198509,Y,N
ALD050166750,AL,198510,Y,N
ALD050166750,AL,198511,Y,N
ALD050166750,AL,198512,Y,N
ALD050166750,AL,198601,Y,N
ALD050166750,AL,198602,Y,N
ALD050166750,AL,198603,Y,N
ALD050166750,AL,198604,Y,N
ALD050166750,AL,198605,Y,N
ALD050166750,AL,198606,Y,N
ALD050166750,AL,198607,Y,N
ALD050166750,AL,198612,Y,N
ALD050166750,AL,198701,Y,N
ALD050166750,AL,198702,Y,N
ALD050166750,AL,198703,Y,N
ALD050166750,AL,199001,Y,N
ALD050166750,AL,199002,Y,N
ALD050166750,AL,199003,Y,N
ALD050166750,AL,199004,Y,N
ALD050166750,AL,199005,Y,N
ALD050166750,AL,199006,Y,N
ALD050166750,AL,199007,Y,N
ALD050166750,AL,199008,Y,N
ALD050166750,AL,199009,Y,N
ALD050166750,AL,199010,Y,N
ALD050166750,AL,199011,Y,N
ALD050166750,AL,199012,Y,N
ALD050166750,AL,199106,Y,N
ALD050166750,AL,199107,Y,N
ALD050166750,AL,199206,Y,N
ALD050166750,AL,199207,Y,N
ALD050166750,AL,199208,Y,N
ALD050166750,AL,199309,Y,N
ALD050166750,AL,199310,Y,N
ALD050166750,AL,199311,Y,N
ALD050166750,AL,199312,Y,N
ALD050166750,AL,199908,Y,N
ALD050166750,AL,199909,Y,N
ALD050166750,AL,199910,Y,N
ALD050166750,AL,199911,Y,N
ALD050166750,AL,199912,Y,N
ALD050166750,AL,200006,Y,N
ALD050166750,AL,200007,Y,N
ALD050166750,AL,200008,Y,N
ALD050166750,AL,200409,Y,N
ALD050166750,AL,200410,Y,N
ALD050166750,AL,200807,Y,N
ALD050166750,AL,200808,Y,N
ALD050166750,AL,200809,Y,N
ALD050166750,AL,200810,Y,N
ALD050166750,AL,200811,Y,N
ALD050166750,AL,200812,Y,N
ALD050978329,AL,199803,Y,N
ALD050978329,AL,199804,Y,Y
ALD050978329,AL,199805,Y,Y
ALD050978329,AL,199806,Y,Y
ALD050978329,AL,199807,Y,Y
ALD050978329,AL,199808,Y,Y
ALD050978329,AL,199809,Y,Y
ALD050978329,AL,199810,N,Y
ALD050978329,AL,199811,N,Y
ALD050978329,AL,199812,N,Y
ALD050978329,AL,199901,N,Y
ALD050978329,AL,199902,N,Y
ALD050978329,AL,199903,N,Y
ALD050978329,AL,200505,Y,N
ALD050978329,AL,200506,Y,N
ALD050978329,AL,200507,Y,N
ALD050981646,AL,199802,Y,N
ALD050981646,AL,199803,Y,N
ALD050981646,AL,200210,Y,N
ALD050981646,AL,200211,Y,N
ALD050981687,AL,200907,Y,N
ALD050981687,AL,200908,Y,N
ALD050981687,AL,200909,Y,N
ALD050981687,AL,200910,Y,N
ALD050981687,AL,201205,Y,N
ALD050981687,AL,201206,Y,N
ALD050981687,AL,201512,Y,N
ALD050983394,AL,199002,Y,N
ALD050983394,AL,199003,Y,N
ALD050983394,AL,199004,Y,N
ALD050983394,AL,199007,Y,N
ALD050983394,AL,199008,Y,N
ALD050983394,AL,199009,Y,N
ALD050983394,AL,199702,Y,N
ALD050983394,AL,199703,Y,N
ALD050983394,AL,199704,Y,N
ALD050983394,AL,199705,Y,N
ALD050983394,AL,199706,Y,N
ALD050983394,AL,199802,Y,N
ALD050983394,AL,199803,Y,N
ALD050983394,AL,199804,Y,N
ALD050983394,AL,199805,Y,N
ALD050985688,AL,199402,Y,N
ALD050985688,AL,199403,Y,N
ALD050985688,AL,199404,Y,N
ALD050985688,AL,199405,Y,N
ALD050985688,AL,201008,Y,N
ALD050985688,AL,201009,Y,N
ALD050985688,AL,201010,Y,N
ALD050985688,AL,201011,Y,N
ALD050985688,AL,201104,Y,N
ALD050985688,AL,201105,Y,N
ALD050985688,AL,201106,Y,N
ALD051235562,AL,199510,Y,N
ALD051235562,AL,199511,Y,N
ALD051235562,AL,199512,Y,N
ALD051235562,AL,199601,Y,N
ALD051235562,AL,200603,Y,N
ALD051235562,AL,200604,Y,N
ALD051235562,AL,200605,Y,N
ALD051235562,AL,200606,Y,N
ALD051574937,AL,199610,Y,N
ALD051574937,AL,199611,Y,N
ALD051574937,AL,199808,Y,N
ALD051574937,AL,201211,Y,N
ALD051575587,AL,198310,Y,N
ALD051575587,AL,198311,Y,N
ALD051575587,AL,198312,Y,N
ALD051575587,AL,198401,Y,N
ALD051575587,AL,198402,Y,N
ALD051575587,AL,198403,Y,N
ALD051575587,AL,198404,Y,N
ALD051998664,AL,200106,Y,N
ALD051998664,AL,200107,Y,N
ALD052065117,AL,198706,Y,N
ALD052065117,AL,198707,Y,N
ALD052065117,AL,198712,Y,N
ALD052065117,AL,198801,Y,N
ALD052065117,AL,198802,Y,N
ALD052065117,AL,198803,Y,N
ALD052065117,AL,198804,Y,N
ALD052065117,AL,198911,Y,N
ALD052065117,AL,198912,Y,N
ALD052065117,AL,199011,Y,N
ALD052065117,AL,199012,Y,N
ALD052065117,AL,199101,Y,N
ALD052065117,AL,199206,Y,N
ALD052065117,AL,199207,Y,N
ALD052065117,AL,199502,Y,N
ALD052065117,AL,199503,Y,N
ALD052065117,AL,199504,Y,N
ALD052065117,AL,199505,Y,N
ALD052065117,AL,199705,Y,N
ALD052065117,AL,199706,Y,N
ALD052065117,AL,199707,Y,N
ALD052065117,AL,199708,Y,N
ALD052065117,AL,199709,Y,N
ALD052065117,AL,199810,Y,N
ALD052065117,AL,199811,Y,N
ALD052065117,AL,200102,Y,Y
ALD052065117,AL,200103,Y,Y
ALD052065117,AL,200104,Y,Y
ALD052065117,AL,200105,N,Y
ALD052065117,AL,200106,N,Y
ALD052065117,AL,200107,N,Y
ALD052065117,AL,200108,N,Y
ALD052065117,AL,200109,N,Y
ALD052065117,AL,200110,N,Y
ALD052065117,AL,200111,N,Y
ALD052065117,AL,200112,N,Y
ALD052065117,AL,200201,N,Y
ALD052065117,AL,200202,N,Y
ALD052065117,AL,200608,Y,N
ALD052065117,AL,200609,Y,N
ALD052065117,AL,201208,Y,N
ALD052682762,AL,199005,Y,N
ALD052682762,AL,199006,Y,N
ALD052682762,AL,199007,Y,N
ALD052682762,AL,199008,Y,N
ALD052682762,AL,199009,Y,N
ALD052682762,AL,199010,Y,N
ALD052682762,AL,199011,Y,N
ALD052682762,AL,199012,Y,N
ALD052682762,AL,199101,Y,N
ALD052682762,AL,199209,Y,N
ALD052682762,AL,199210,Y,N
ALD052682762,AL,199211,Y,N
ALD052682762,AL,199212,Y,N
ALD052682762,AL,199301,Y,N
ALD052682762,AL,199409,Y,N
ALD052682762,AL,199410,Y,N
ALD052682762,AL,199411,Y,N
ALD052682762,AL,199412,Y,N
ALD052682762,AL,199501,Y,N
ALD052682762,AL,199502,Y,N
ALD052682762,AL,199505,Y,N
ALD052682762,AL,199506,Y,N
ALD052682762,AL,199507,Y,N
ALD052682762,AL,199508,Y,N
ALD052682762,AL,199509,Y,N
ALD052682762,AL,199510,Y,N
ALD052682762,AL,199703,Y,N
ALD052682762,AL,199704,Y,N
ALD052682762,AL,199705,Y,N
ALD052682762,AL,199706,Y,N
ALD052682762,AL,199707,Y,N
ALD052682762,AL,199708,Y,N
ALD052682762,AL,199709,Y,N
ALD052682762,AL,199710,Y,N
ALD052682762,AL,199711,Y,N
ALD052682762,AL,199712,Y,N
ALD052682762,AL,199801,Y,N
ALD052682762,AL,199802,Y,N
ALD052682762,AL,199803,Y,N
ALD052682762,AL,199804,Y,N
ALD052682762,AL,199805,Y,N
ALD052682762,AL,199806,Y,N
ALD052682762,AL,199807,Y,N
ALD052682762,AL,199808,Y,N
ALD052682762,AL,199809,Y,N
ALD052682762,AL,199810,Y,N
ALD052682762,AL,199811,Y,N
ALD052682762,AL,199812,Y,N
ALD052682762,AL,200002,Y,N
ALD052682762,AL,200003,Y,N
ALD052682762,AL,200004,Y,N
ALD052682762,AL,200005,Y,N
ALD052682762,AL,200201,Y,N
ALD052682762,AL,200202,Y,N
ALD052682762,AL,200203,Y,N
ALD052682762,AL,200608,Y,N
ALD052682762,AL,201206,Y,N
ALD052682762,AL,201207,Y,N
ALD052682762,AL,201208,Y,N
ALD052813631,AL,199802,Y,N
ALD052813631,AL,199803,Y,N
ALD053360897,AL,198310,Y,N
ALD053360897,AL,198311,Y,N
ALD053360897,AL,198312,Y,N
ALD053360897,AL,198401,Y,N
ALD053360897,AL,198402,Y,N
ALD053360897,AL,198403,Y,N
ALD053360897,AL,198404,Y,N
ALD053360897,AL,198405,Y,N
ALD053360897,AL,198406,Y,N
ALD053360897,AL,198407,Y,N
ALD053360897,AL,198408,Y,N
ALD053360897,AL,198409,Y,N
ALD053360897,AL,198410,Y,N
ALD053360897,AL,198411,Y,N
ALD053360897,AL,198412,Y,N
ALD053360897,AL,198809,Y,N
ALD053360897,AL,198810,Y,N
ALD053360897,AL,198811,Y,N
ALD053360897,AL,198812,Y,N
ALD053360897,AL,198901,Y,N
ALD053360897,AL,198902,Y,N
ALD053360897,AL,198908,Y,N
ALD053360897,AL,198909,Y,N
ALD053360897,AL,198910,Y,N
ALD053360897,AL,199201,Y,Y
ALD053360897,AL,199202,Y,Y
ALD053360897,AL,199203,Y,Y
ALD053360897,AL,199207,Y,Y
ALD053360897,AL,199208,Y,Y
ALD053360897,AL,199209,Y,Y
ALD053360897,AL,199210,Y,Y
ALD053360897,AL,199211,Y,Y
ALD053360897,AL,199212,Y,Y
ALD053360897,AL,199301,Y,Y
ALD053360897,AL,199302,Y,Y
ALD053360897,AL,199303,Y,Y
ALD053360897,AL,199304,Y,Y
ALD053360897,AL,199305,Y,Y
ALD053360897,AL,199306,Y,Y
ALD053360897,AL,199705,Y,N
ALD053360897,AL,199706,Y,N
ALD053360897,AL,199810,Y,N
ALD053360897,AL,199811,Y,N
ALD053360897,AL,199906,Y,Y
ALD053360897,AL,199907,Y,Y
ALD053360897,AL,199908,Y,Y
ALD053360897,AL,199909,Y,Y
ALD053360897,AL,199910,Y,Y
ALD053360897,AL,199911,Y,Y
ALD053360897,AL,199912,Y,Y
ALD053360897,AL,200001,Y,Y
ALD053360897,AL,200002,Y,Y
ALD053360897,AL,200003,Y,Y
ALD053360897,AL,200606,Y,N
ALD053360897,AL,200607,Y,N
ALD053360897,AL,200608,Y,N
ALD053363776,AL,198401,Y,N
ALD053363776,AL,198402,Y,N
ALD053363776,AL,198403,Y,N
ALD053363776,AL,198404,Y,N
ALD053363776,AL,198405,Y,N
ALD053363776,AL,198406,Y,N
ALD053363776,AL,198407,Y,N
ALD053363776,AL,198408,Y,N
ALD053363776,AL,198409,Y,N
